k = 1	0.5348066298342542	0.5334806629834254	0.5383425414364641	0.5239779005524862	0.5312707182320442	
k = 2	0.5348066298342542	0.5334806629834254	0.5383425414364641	0.5239779005524862	0.5312707182320442	
k = 3	0.6296132596685083	0.6218784530386741	0.6209944751381216	0.6161325966850829	0.6165745856353592	
k = 4	0.6775690607734807	0.6738121546961326	0.6735911602209945	0.6702762430939226	0.6689502762430939	
k = 5	0.7080662983425414	0.6941436464088397	0.6965745856353591	0.7007734806629834	0.6983425414364641	
k = 6	0.7116022099447514	0.7085082872928177	0.7049723756906078	0.7149171270718232	0.7102762430939227	
k = 7	0.7160220994475138	0.7069613259668508	0.7043093922651934	0.7129281767955801	0.7173480662983427	
k = 8	0.7104972375690609	0.6990055248618785	0.7040883977900553	0.7076243093922651	0.7155801104972375	
k = 9	0.7071823204419889	0.6943646408839779	0.703646408839779	0.7009944751381215	0.7093922651933702	
k = 10	0.7043093922651934	0.6983425414364641	0.6956906077348066	0.6970165745856354	0.7003314917127071	
k = 11	0.7023204419889503	0.6892817679558011	0.6932596685082872	0.6928176795580111	0.698121546961326	
